concept,Length,Temperature,Physical quantity,Metre,Physics,Hertz,Kilogram,Joule,Work (physics),Motion,Inertial frame of reference,Non-inertial reference frame,Direction (geometry),Frame of reference,Position (vector),Euclidean vector,Distance,Displacement (vector),Scalar (mathematics),Velocity,Speed,Acceleration,Equations of motion,Force,Newton's laws of motion,Le Sage's theory of gravitation,Gravity,Mass,Planet,Gravity of Earth,Gravitational acceleration,Field (physics),Gravitational field,Friction,Free fall,Potential energy,Energy,Electric potential energy,Kinetic energy,Tension (physics),Energy level,Mechanical energy,Sound,Transmission medium,Amplitude,Transverse wave,Crest (physics),Wavelength,Frequency,Motion graphs and derivatives,Wave,Standing wave,Interference (wave propagation),Geometrical optics,Hardness,Optical microscope,Telescope,Light,Ray (optics),Reflection (physics),Angle of incidence,Specular reflection,Refraction,Refractive index,Snell's law,Curved mirror,Plane mirror,Mirror image,Virtual image,Real image,Magnification,Total internal reflection,Laser,Magnetism,Plasticity (physics),Electric field,Electron,Magnetic field,Magnet,Strength of materials,Electrical polarity,Compass,Electrostatics,Electric charge,Coulomb,Insulator (electricity),Electrical conductor,Electroscope,Power (physics),Series and parallel circuits,Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Electrical resistance and conductance,Ohm,Collision,Voltmeter,Ammeter,Ohmmeter,Phase velocity,Scalar multiplication,Normal force,Contact force,Free body diagram,Resultant force,Newton's law of universal gravitation,Gravitational constant,Lever,Tangential and normal components,Torque,Stiffness,Crystallinity,Refracting telescope,Rarefaction,Compression (physics),Diffraction,Pitch (music),Musical tone,Sound intensity,Intensity (physics),Resonance (particle physics),Coulomb's law,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Relative velocity,Deformation (engineering),Hooke's law,Fracture,Elasticity (physics),Fatigue (material),Creep (deformation),Doppler effect,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Shock wave,Sonic boom,Electromagnetic radiation,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Electrical conductor,0.13522359493201008,0.19327562006906374,0.13522359493201008,0.13522359493201008,1.0,0.054526647762341486,0.12183137451078235,0.09327143999298423,0.09327143999298423,0.09936833227257064,0.040301172556480566,0.040301172556480566,0.13522359493201008,0.09936833227257064,0.05764156044529059,0.14754539025780564,0.13522359493201008,0.14396133750091172,0.11709196016117808,0.11709196016117808,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.009333802462580776,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.1476960388753801,0.0,0.0,0.14754539025780564,0.1476960388753801,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.10663802777845313,0.08549917699419342,0.10663802777845313,0.05572622502790037,0.09327143999298423,0.10663802777845313,0.12675926545576782,0.0,0.1476960388753801,0.0,0.12675926545576782,0.1476960388753801,0.1476960388753801,0.11709196016117808,0.1476960388753801,0.1476960388753801,0.0,0.0243458531028192,0.13147236946558405,0.1476960388753801,0.1476960388753801,0.021191297212444702,0.1476960388753801,0.1476960388753801,0.1476960388753801,0.1476960388753801,0.1476960388753801,0.0,0.11535279082473568,0.1192350322072598,0.1476960388753801,0.04677318641660515,0.1448551409629408,0.103467957830672,0.1476960388753801,0.0,0.008516788014804273,0.0,0.01823511763205224,0.1476960388753801,0.1476960388753801,0.0,0.1476960388753801,0.13147236946558405,0.046045394426916283,0.1476960388753801,0.2409086437499815,0.6217270808449241,0.20773422581385892,0.09327143999298423,0.31422045703137336,0.2798143199789528,0.023612110804267502,0.10663802777845313,0.07696724097799985,0.08549917699419342,0.0,0.10663802777845313,0.0911755881602612,0.10663802777845313,0.10522975630054576,0.050251661217956566,0.10663802777845313,0.10663802777845313,0.10663802777845313,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1476960388753801,0.1476960388753801,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.1476960388753801,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Electroscope,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.054526647762341486,0.12183137451078235,0.06564963120119764,0.06564963120119764,0.09936833227257064,0.040301172556480566,0.040301172556480566,0.12042968878748213,0.09936833227257064,0.12042968878748213,0.12042968878748213,0.09014906328800673,0.12042968878748213,0.11645191586955328,0.11645191586955328,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.02730137220304877,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.12042968878748213,0.1340130528916536,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.06564963120119764,0.09936833227257064,0.06564963120119764,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.12646083734859911,0.11709196016117808,0.12646083734859911,0.12646083734859911,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1340130528916536,0.10913959925317562,0.0,0.12646083734859911,0.13147236946558405,0.046045394426916283,0.13147236946558405,0.2409086437499815,1.0150056064026434,0.20773422581385892,0.06564963120119764,0.06564963120119764,0.8184568859384368,0.023612110804267502,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08317766166719343,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.08317766166719343,0.08317766166719343,0.08317766166719343,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Power (physics),0.06490732556736484,0.08028645919165475,0.08028645919165475,0.08028645919165475,1.0,0.048269491461744925,0.13252677526878415,0.09337713278676228,0.34324377672475165,0.14087662296870773,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.09014906328800673,0.2105763586511226,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.017445636587458516,0.008722818293729258,0.2626461123331274,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.06626338763439209,0.1694184030998649,0.13252677526878415,0.04873544730189753,0.14087662296870773,0.13252677526878415,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.04527560772496389,0.14087662296870773,0.05509737275235623,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.1212045394356833,0.14087662296870773,0.14087662296870773,0.0,0.0243458531028192,0.13147236946558405,0.07949410637436725,0.07949410637436725,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.10913959925317562,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.047745186328143736,0.08317766166719343,0.08317766166719343,1.2401080594401293,0.08317766166719343,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.08317766166719343,0.09902102579427788,0.09902102579427788,0.050251661217956566,0.08317766166719343,0.08317766166719343,0.08317766166719343,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.14087662296870773,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Series and parallel circuits,0.11776904648054408,0.12019875105067562,0.12019875105067562,0.11776904648054408,1.0,0.054526647762341486,0.12183137451078235,0.09337713278676228,0.09751243656953172,0.09936833227257064,0.040301172556480566,0.040301172556480566,0.11776904648054408,0.09936833227257064,0.11776904648054408,0.14754539025780564,0.11776904648054408,0.14396133750091172,0.11709196016117808,0.11709196016117808,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.19395534208637386,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.1690487573083657,0.1690487573083657,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.1405270022442705,0.046457039076965335,0.09936833227257064,0.12675926545576782,0.0,0.1690487573083657,0.0,0.12675926545576782,0.1690487573083657,0.16224246582974208,0.11709196016117808,0.16224246582974208,0.16224246582974208,0.0,0.05496375663912434,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.1690487573083657,0.1690487573083657,0.16224246582974208,0.16224246582974208,0.16224246582974208,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.19395534208637386,0.1690487573083657,0.10913959925317562,0.0,0.1690487573083657,0.13147236946558405,0.046045394426916283,0.1690487573083657,0.1690487573083657,0.15378872824282475,0.1690487573083657,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.04416339243020403,0.8267241272105421,0.17842128328082574,0.08549917699419342,0.0,0.09849353678112048,0.17842128328082574,0.17842128328082574,0.13005508613201253,0.050251661217956566,0.17842128328082574,0.1469145932553737,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1690487573083657,0.1690487573083657,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.1690487573083657,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Voltage,0.08035238941880908,0.09014906328800673,0.09014906328800673,0.08035238941880908,1.0,0.050759903015791565,0.15703644130611427,0.023643568878699426,0.08251052325114222,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.018527644428843405,0.11766277957268048,0.03642347322555906,0.13804872423831685,0.11645191586955328,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.06300316662242024,0.06281457652244571,0.0,0.04102901467211754,0.1081169981224719,0.1081169981224719,0.0,0.0,0.13804872423831685,0.13804872423831685,0.1339788309680347,0.04873544730189753,0.3173717338822845,0.13999307246702555,0.02959586895952849,0.12261526381100175,0.05572622502790037,0.046457039076965335,0.13999307246702555,0.05509737275235623,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.12646083734859911,0.1212045394356833,0.13999307246702555,0.13999307246702555,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.13999307246702555,0.10913959925317562,0.0,0.13999307246702555,0.13147236946558405,0.046045394426916283,0.13999307246702555,0.2277256168211059,0.2277256168211059,0.024413210298637272,0.047745186328143736,0.11095712315695376,0.11095712315695376,0.023612110804267502,0.1999463020845996,0.7792933149022484,0.06566235785408031,0.0,0.09849353678112048,0.02051450733605877,0.1999463020845996,0.02959586895952849,0.050251661217956566,0.17842128328082574,0.17842128328082574,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1690487573083657,0.1690487573083657,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.1690487573083657,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Electric potential,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.050759903015791565,0.15703644130611427,0.05997393081426194,0.10464749290388772,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.0939939034438885,0.11766277957268048,0.09014906328800673,0.13804872423831685,0.11645191586955328,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.13898880394279373,0.06281457652244571,0.0,0.1081169981224719,0.12183137451078235,0.1081169981224719,0.0,0.0,0.04040450465511713,0.1694184030998649,0.1339788309680347,0.04873544730189753,0.18577857593109334,0.04040450465511713,0.15014489618492502,0.12261526381100175,0.05572622502790037,0.046457039076965335,0.13999307246702555,0.05509737275235623,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.12646083734859911,0.1212045394356833,0.13999307246702555,0.13999307246702555,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.23266567719327005,0.10913959925317562,0.0,0.13999307246702555,0.13147236946558405,0.046045394426916283,0.13999307246702555,0.2409086437499815,0.577645467058415,0.06192619197703113,0.047745186328143736,0.11095712315695376,0.11095712315695376,0.023612110804267502,0.1999463020845996,0.21963822425429225,0.16655817602010614,0.0,0.10663802777845313,0.17842128328082574,0.1999463020845996,0.13005508613201253,0.050251661217956566,0.17842128328082574,0.17842128328082574,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1690487573083657,0.1690487573083657,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.1690487573083657,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Ohm's law,0.13522359493201008,0.30394149930215664,0.13522359493201008,0.13522359493201008,1.0,0.054526647762341486,0.15703644130611427,0.09327143999298423,0.03460118716983383,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.13522359493201008,0.1128432831581456,0.13804872423831685,0.14754539025780564,0.13522359493201008,0.14396133750091172,0.11709196016117808,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.06300316662242024,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1476960388753801,0.0,0.0,0.14754539025780564,0.1476960388753801,0.1339788309680347,0.04873544730189753,0.054601588624909166,0.13999307246702555,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.09327143999298423,0.13999307246702555,0.12675926545576782,0.0,0.1476960388753801,0.0,0.12675926545576782,0.1476960388753801,0.1476960388753801,0.1212045394356833,0.1476960388753801,0.1476960388753801,0.0,0.02666001907372076,0.13147236946558405,0.1476960388753801,0.1476960388753801,0.02666001907372076,0.1476960388753801,0.1476960388753801,0.1476960388753801,0.1476960388753801,0.1476960388753801,0.0,0.11535279082473568,0.1192350322072598,0.1476960388753801,0.04677318641660515,0.1448551409629408,0.103467957830672,0.1476960388753801,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1476960388753801,0.1476960388753801,0.0,0.1476960388753801,0.13147236946558405,0.046045394426916283,0.1476960388753801,0.2409086437499815,0.0363801292617435,0.20773422581385892,0.09327143999298423,0.3670732067163739,0.2798143199789528,0.023612110804267502,0.3074016473008213,0.48414877389387,0.08549917699419342,0.0,0.16831759337243118,0.22940954440323785,0.4248321429238374,0.39715746732786616,0.050251661217956566,0.17842128328082574,0.17842128328082574,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1690487573083657,0.1690487573083657,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.1690487573083657,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Electromotive force,0.08035238941880908,0.09014906328800673,0.09014906328800673,0.08035238941880908,1.0,0.050759903015791565,0.15703644130611427,0.06830364342735387,0.13804872423831685,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.13804872423831685,0.13804872423831685,0.09014906328800673,0.13804872423831685,0.11645191586955328,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.09100457401016256,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.13804872423831685,0.13804872423831685,0.1339788309680347,0.04873544730189753,0.634743467764569,0.13999307246702555,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.046457039076965335,0.13999307246702555,0.05509737275235623,0.0,0.07949410637436725,0.0,0.07949410637436725,0.07949410637436725,0.12646083734859911,0.1212045394356833,0.13999307246702555,0.13999307246702555,0.0,0.0243458531028192,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.13999307246702555,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.13999307246702555,0.10913959925317562,0.0,0.13999307246702555,0.13147236946558405,0.046045394426916283,0.13999307246702555,0.2277256168211059,0.14097300088925602,0.14097300088925602,0.047745186328143736,0.11095712315695376,0.11095712315695376,0.023612110804267502,0.1999463020845996,0.7504305995354984,0.08549917699419342,0.0,0.8536106521030441,0.17842128328082574,0.1999463020845996,0.13005508613201253,0.050251661217956566,0.17842128328082574,0.17842128328082574,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1690487573083657,0.1690487573083657,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.1690487573083657,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Electric current,0.09257376722367576,0.09257376722367576,0.09257376722367576,0.09257376722367576,1.0,0.054526647762341486,0.12183137451078235,0.0893864001887374,0.06495689570939972,0.09936833227257064,0.040301172556480566,0.040301172556480566,0.09959313842401883,0.09936833227257064,0.05161272376606377,0.09959313842401883,0.09257376722367576,0.11645191586955328,0.11645191586955328,0.11645191586955328,0.11645191586955328,0.017445636587458516,0.008722818293729258,0.13898880394279373,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.11645191586955328,0.1340130528916536,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.06495689570939972,0.046457039076965335,0.09936833227257064,0.09257376722367576,0.0,0.09257376722367576,0.0,0.09257376722367576,0.09257376722367576,0.12646083734859911,0.11709196016117808,0.12646083734859911,0.12646083734859911,0.0,0.05496375663912434,0.13147236946558405,0.10913959925317562,0.10913959925317562,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.12646083734859911,0.10913959925317562,0.0,0.10913959925317562,0.10913959925317562,0.10913959925317562,0.04677318641660515,0.10913959925317562,0.103467957830672,0.10913959925317562,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1340130528916536,0.09257376722367576,0.0,0.12646083734859911,0.13147236946558405,0.046045394426916283,0.13147236946558405,0.2409086437499815,0.7854210049544265,0.04533881912604064,0.047745186328143736,0.08317766166719343,0.08317766166719343,0.04416339243020403,0.06495689570939972,0.04020163926083027,0.08549917699419342,0.0,0.08549917699419342,0.533377190737528,0.037132884672854215,0.09902102579427788,0.050251661217956566,0.08549917699419342,0.08549917699419342,0.08549917699419342,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03768874591346743,0.0
Electrical resistance and conductance,0.11776904648054408,0.019906027771197585,0.12019875105067562,0.11776904648054408,1.0,0.054526647762341486,0.15703644130611427,0.09337713278676228,0.13999307246702555,0.13999307246702555,0.040301172556480566,0.040301172556480566,0.013092055755270079,0.1128432831581456,0.006784771199294768,0.14754539025780564,0.11776904648054408,0.14396133750091172,0.11709196016117808,0.13999307246702555,0.13999307246702555,0.017445636587458516,0.008722818293729258,0.19395534208637386,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.11095712315695376,0.0,0.0,0.1690487573083657,0.1690487573083657,0.1339788309680347,0.04873544730189753,0.05364029305052696,0.13999307246702555,0.08549917699419342,0.12261526381100175,0.1405270022442705,0.09327143999298423,0.13999307246702555,0.12675926545576782,0.0,0.1690487573083657,0.0,0.12675926545576782,0.1690487573083657,0.16224246582974208,0.1212045394356833,0.16224246582974208,0.16224246582974208,0.0,0.05496375663912434,0.13147236946558405,0.01849285385949229,0.11095712315695376,0.03492087005431028,0.1690487573083657,0.16224246582974208,0.16224246582974208,0.16224246582974208,0.11095712315695376,0.0,0.11095712315695376,0.11095712315695376,0.11095712315695376,0.04677318641660515,0.11095712315695376,0.103467957830672,0.11095712315695376,0.0,0.03981205554239517,0.0,0.19395534208637386,0.1690487573083657,0.0608466075648573,0.0,0.1690487573083657,0.13147236946558405,0.046045394426916283,0.1690487573083657,0.2409086437499815,0.07147926805652419,0.1690487573083657,0.09327143999298423,0.11095712315695376,0.11095712315695376,0.01679452951571139,0.3074016473008213,0.20610417874566506,0.08549917699419342,0.0,0.16831759337243118,0.3906424495542459,0.4686065446039066,0.13005508613201253,0.03981205554239517,0.17842128328082574,0.0455228317129327,0.17842128328082574,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1690487573083657,0.1690487573083657,0.1437660045647232,0.1437660045647232,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.15868586694114226,0.15868586694114226,0.15868586694114226,0.19395534208637386,0.15868586694114226,0.15868586694114226,0.1690487573083657,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.03981205554239517,0.0
Ohm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
