concept,Length,Temperature,Physical quantity,Metre,Physics,Hertz,Kilogram,Joule,Work (physics),Motion,Inertial frame of reference,Non-inertial reference frame,Direction (geometry),Frame of reference,Position (vector),Euclidean vector,Distance,Displacement (vector),Scalar (mathematics),Velocity,Speed,Acceleration,Equations of motion,Force,Newton's laws of motion,Le Sage's theory of gravitation,Gravity,Mass,Planet,Gravity of Earth,Gravitational acceleration,Field (physics),Gravitational field,Friction,Free fall,Potential energy,Energy,Electric potential energy,Kinetic energy,Tension (physics),Energy level,Mechanical energy,Sound,Transmission medium,Amplitude,Transverse wave,Crest (physics),Wavelength,Frequency,Motion graphs and derivatives,Wave,Standing wave,Interference (wave propagation),Geometrical optics,Hardness,Optical microscope,Telescope,Light,Ray (optics),Reflection (physics),Angle of incidence,Specular reflection,Refraction,Refractive index,Snell's law,Curved mirror,Plane mirror,Mirror image,Virtual image,Real image,Magnification,Total internal reflection,Laser,Magnetism,Plasticity (physics),Electric field,Electron,Magnetic field,Magnet,Strength of materials,Electrical polarity,Compass,Electrostatics,Electric charge,Coulomb,Insulator (electricity),Electrical conductor,Electroscope,Power (physics),Series and parallel circuits,Voltage,Electric potential,Ohm's law,Electromotive force,Electric current,Electrical resistance and conductance,Ohm,Collision,Voltmeter,Ammeter,Ohmmeter,Phase velocity,Scalar multiplication,Normal force,Contact force,Free body diagram,Resultant force,Newton's law of universal gravitation,Gravitational constant,Lever,Tangential and normal components,Torque,Stiffness,Crystallinity,Refracting telescope,Rarefaction,Compression (physics),Diffraction,Pitch (music),Musical tone,Sound intensity,Intensity (physics),Resonance (particle physics),Coulomb's law,Field line,Capacitance,Capacitor,Dielectric,Color,Projectile motion,Elastic collision,Inelastic collision,Relative velocity,Deformation (engineering),Hooke's law,Fracture,Elasticity (physics),Fatigue (material),Creep (deformation),Doppler effect,Dispersion (optics),Subtractive color,Pigment,Huygens–Fresnel principle,Shock wave,Sonic boom,Electromagnetic radiation,Electromagnetic spectrum,Scattering,Photoelectric effect,Emission spectrum,Absorption spectroscopy
Friction,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free fall,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.3286809236639601,0.05363184011324245,0.05363184011324245,0.39747332909028255,0.040301172556480566,0.040301172556480566,0.1066754381475056,0.1128432831581456,0.14130416817731234,0.14130416817731234,0.09014906328800673,0.14130416817731234,0.11645191586955328,0.3208897237294357,0.15450609849716948,0.017445636587458516,0.008722818293729258,0.10920548881219508,0.06281457652244571,0.0,0.1066754381475056,0.18883863049171268,0.1081169981224719,0.0,0.0,0.2760974484766337,0.3938977872071859,0.35772347868465265,0.4239983915265085,0.14357067320784953,0.14357067320784953,0.08549917699419342,0.12261526381100175,0.05459663938544294,0.00718249122581827,0.14357067320784953,0.05509737275235623,0.0,0.07949410637436725,0.0,0.03244849316594842,0.07949410637436725,0.05509737275235623,0.1212045394356833,0.14685324593568627,0.14685324593568627,0.0,0.015178587428300862,0.13147236946558405,0.01849285385949229,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.14685324593568627,0.14685324593568627,0.14685324593568627,0.05496375663912434,0.0,0.05496375663912434,0.015178587428300862,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.13147236946558405,0.23078934108687266,0.07949410637436725,0.0,0.1559581156259877,0.13147236946558405,0.046045394426916283,0.1559581156259877,0.2409086437499815,0.2760974484766337,0.20773422581385892,0.046457039076965335,0.1039720770839918,0.1039720770839918,0.023612110804267502,0.1039720770839918,0.1039720770839918,0.08549917699419342,0.0,0.1039720770839918,0.1039720770839918,0.1039720770839918,0.1039720770839918,0.050251661217956566,0.1039720770839918,0.1039720770839918,0.1039720770839918,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.05509737275235623,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Potential energy,0.08028645919165475,0.08028645919165475,0.08028645919165475,0.08028645919165475,1.0,0.048269491461744925,0.15703644130611427,0.06830364342735387,0.13804872423831685,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.08028645919165475,0.11766277957268048,0.09014906328800673,0.13804872423831685,0.1128432831581456,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.03033485800338752,0.06281457652244571,0.0,0.05926413230416978,0.1049103502731737,0.1081169981224719,0.0,0.0,0.13804872423831685,0.13804872423831685,0.1339788309680347,0.018844372956733715,1.551595143424502,0.13804872423831685,0.08549917699419342,0.12261526381100175,0.05459663938544294,0.00718249122581827,0.13804872423831685,0.05509737275235623,0.0,0.07949410637436725,0.0,0.03244849316594842,0.07949410637436725,0.05509737275235623,0.1212045394356833,0.13804872423831685,0.13804872423831685,0.0,0.015178587428300862,0.13147236946558405,0.01849285385949229,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.13804872423831685,0.13804872423831685,0.13804872423831685,0.05496375663912434,0.0,0.05496375663912434,0.015178587428300862,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.13147236946558405,0.13804872423831685,0.07949410637436725,0.0,0.13804872423831685,0.13147236946558405,0.046045394426916283,0.13804872423831685,0.13804872423831685,0.13804872423831685,0.13804872423831685,0.046457039076965335,0.047745186328143736,0.047745186328143736,0.023612110804267502,0.018844372956733715,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.047745186328143736,0.08549917699419342,0.08549917699419342,0.050251661217956566,0.018844372956733715,0.0455228317129327,0.018844372956733715,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.05509737275235623,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Energy,0.08028645919165475,0.08028645919165475,0.08028645919165475,0.08028645919165475,1.0,0.048269491461744925,0.15703644130611427,0.09337713278676228,0.27719827474260145,0.14087662296870773,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.021650281130333862,0.11766277957268048,0.014187420282614762,0.2105763586511226,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.017445636587458516,0.008722818293729258,0.17178391498547538,0.06281457652244571,0.0,0.1081169981224719,0.042435647301508464,0.1081169981224719,0.0,0.0,0.1949814008940187,0.059010904450514726,0.1339788309680347,0.04873544730189753,0.2852779630402557,0.3536529115318679,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.04527560772496389,0.20435877301833627,0.05509737275235623,0.0,0.07949410637436725,0.0,0.03244849316594842,0.07949410637436725,0.05509737275235623,0.1212045394356833,0.14087662296870773,0.14087662296870773,0.0,0.015178587428300862,0.13147236946558405,0.01849285385949229,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.05496375663912434,0.0,0.05496375663912434,0.015178587428300862,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.07949410637436725,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.046457039076965335,0.04873544730189753,0.04873544730189753,0.023612110804267502,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.04873544730189753,0.023364511704267812,0.08549917699419342,0.050251661217956566,0.04873544730189753,0.04873544730189753,0.04873544730189753,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.05509737275235623,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.05705559260805115,0.13147236946558405,0.13147236946558405,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Electric potential energy,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.15703644130611427,0.05997393081426194,0.10464749290388772,0.13804872423831685,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.0939939034438885,0.11766277957268048,0.09014906328800673,0.13804872423831685,0.1128432831581456,0.13804872423831685,0.13804872423831685,0.017445636587458516,0.008722818293729258,0.13898880394279373,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.04040450465511713,0.13804872423831685,0.1339788309680347,0.04040450465511713,0.18577857593109334,0.04040450465511713,0.15014489618492502,0.12261526381100175,0.05459663938544294,0.04040450465511713,0.13804872423831685,0.05509737275235623,0.0,0.07949410637436725,0.0,0.03244849316594842,0.07949410637436725,0.05509737275235623,0.1212045394356833,0.13804872423831685,0.13804872423831685,0.0,0.015178587428300862,0.13147236946558405,0.01849285385949229,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.13804872423831685,0.13804872423831685,0.13804872423831685,0.05496375663912434,0.0,0.05496375663912434,0.015178587428300862,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.13147236946558405,0.23266567719327005,0.07949410637436725,0.0,0.13804872423831685,0.13147236946558405,0.046045394426916283,0.13804872423831685,0.2409086437499815,0.577645467058415,0.06192619197703113,0.046457039076965335,0.047745186328143736,0.047745186328143736,0.023612110804267502,0.04040450465511713,0.21963822425429225,0.16655817602010614,0.0,0.09849353678112048,0.047745186328143736,0.1999463020845996,0.13005508613201253,0.050251661217956566,0.04040450465511713,0.0455228317129327,0.04040450465511713,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.05509737275235623,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Kinetic energy,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.3140728826122285,0.09107152456980518,0.27719827474260145,0.11776987528600966,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.14451562654497854,0.14451562654497854,0.09014906328800673,0.2105763586511226,0.122946558169237,0.26740810310786306,0.15450609849716948,0.017445636587458516,0.008722818293729258,0.2626461123331274,0.06281457652244571,0.0,0.1081169981224719,0.06994023351544912,0.1081169981224719,0.0,0.0,0.1949814008940187,0.1694184030998649,0.1339788309680347,0.04873544730189753,0.2852779630402557,0.9203248282554458,0.08549917699419342,0.13472541332319946,0.05572622502790037,0.04527560772496389,0.20435877301833627,0.05509737275235623,0.0,0.07949410637436725,0.0,0.03244849316594842,0.07949410637436725,0.05509737275235623,0.1212045394356833,0.14685324593568627,0.14685324593568627,0.0,0.015178587428300862,0.13147236946558405,0.01849285385949229,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.14685324593568627,0.14685324593568627,0.14685324593568627,0.05496375663912434,0.0,0.05496375663912434,0.015178587428300862,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.07949410637436725,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.046457039076965335,0.04873544730189753,0.04873544730189753,0.023612110804267502,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.050251661217956566,0.04873544730189753,0.04873544730189753,0.04873544730189753,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.05509737275235623,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Tension (physics),0.033982892967206725,0.062410889968620036,0.07328500885216578,0.062410889968620036,1.0,0.048269491461744925,0.07819142063167947,0.05363184011324245,0.011231798976595278,0.02497214633027953,0.039547357171039306,0.039547357171039306,0.07300020617467347,0.013293056916535477,0.015132526339788331,0.07085553971397163,0.07819142063167947,0.010887128490470344,0.07819142063167947,0.07819142063167947,0.07819142063167947,0.017445636587458516,0.008722818293729258,0.6232145696612179,0.06281457652244571,0.0,0.07819142063167947,0.039547357171039306,0.07819142063167947,0.0,0.0,0.09175569326869364,0.09175569326869364,0.08740189706082263,0.018844372956733715,0.09175569326869364,0.09175569326869364,0.08549917699419342,0.09175569326869364,0.05572622502790037,0.04527560772496389,0.09175569326869364,0.05509737275235623,0.0,0.07949410637436725,0.0,0.03244849316594842,0.07949410637436725,0.05509737275235623,0.09175569326869364,0.09175569326869364,0.09175569326869364,0.0,0.015178587428300862,0.09175569326869364,0.01849285385949229,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.09175569326869364,0.09175569326869364,0.09175569326869364,0.05496375663912434,0.0,0.05496375663912434,0.015178587428300862,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.09175569326869364,0.09175569326869364,0.009047348978230093,0.0,0.09175569326869364,0.09175569326869364,0.046045394426916283,0.09175569326869364,0.046247732657064514,0.035427769856985813,0.026586113833070957,0.046457039076965335,0.04873544730189753,0.04873544730189753,0.012485985294403234,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.050251661217956566,0.04873544730189753,0.04873544730189753,0.04873544730189753,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.015415910885688168,0.05353525416666255,0.0,0.0,0.0,0.09175569326869364,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.09175569326869364,0.0601573675429604,0.05509737275235623,0.09175569326869364,0.0,0.0,0.0,0.09175569326869364,0.09175569326869364,0.09175569326869364,0.09175569326869364,0.09175569326869364,0.09175569326869364,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Energy level,0.08028645919165475,0.08028645919165475,0.08028645919165475,0.08028645919165475,1.0,0.048269491461744925,0.15703644130611427,0.09337713278676228,0.27719827474260145,0.14087662296870773,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.1502646656384302,0.2105763586511226,0.11709196016117808,0.14087662296870773,0.14087662296870773,0.017445636587458516,0.008722818293729258,0.2626461123331274,0.06281457652244571,0.0,0.1081169981224719,0.1081169981224719,0.1081169981224719,0.0,0.0,0.1949814008940187,0.1694184030998649,0.1339788309680347,0.04873544730189753,0.2852779630402557,0.5762033707338443,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.4566930866170271,0.20435877301833627,0.12675926545576782,0.0,0.1502646656384302,0.0,0.11458086012009393,0.1502646656384302,0.12675926545576782,0.1212045394356833,0.14087662296870773,0.14087662296870773,0.0,0.0243458531028192,0.13147236946558405,0.4507939969152906,0.4507939969152906,0.16169881133843675,0.3465735902799726,0.19368064665816684,0.19368064665816684,0.19368064665816684,0.2693318203126057,0.0,0.11535279082473568,0.0243458531028192,0.07892231722540931,0.03314992823701141,0.07892231722540931,0.07892231722540931,0.4507939969152906,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.4507939969152906,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.046457039076965335,0.04873544730189753,0.04873544730189753,0.023612110804267502,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.04873544730189753,0.08549917699419342,0.08549917699419342,0.050251661217956566,0.04873544730189753,0.04873544730189753,0.04873544730189753,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.1502646656384302,0.1502646656384302,0.1437660045647232,0.12675926545576782,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.0851722568296792,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.16169881133843675,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Mechanical energy,0.09014906328800673,0.09014906328800673,0.09014906328800673,0.09014906328800673,1.0,0.048269491461744925,0.15703644130611427,0.09337713278676228,0.036987475940167214,0.14087662296870773,0.040301172556480566,0.040301172556480566,0.11766277957268048,0.1128432831581456,0.14087662296870773,0.14087662296870773,0.09014906328800673,0.2105763586511226,0.1128432831581456,0.09336231186093497,0.14087662296870773,0.017445636587458516,0.008722818293729258,0.18828532553826735,0.06281457652244571,0.0,0.0735692676879349,0.03255838456753666,0.1081169981224719,0.0,0.0,0.1949814008940187,0.04527560772496389,0.20558820614060494,0.04873544730189753,0.17510164627988112,0.314179855163066,0.08549917699419342,0.12261526381100175,0.05572622502790037,0.04527560772496389,0.8780380385546449,0.05509737275235623,0.0,0.07949410637436725,0.0,0.04527560772496389,0.07949410637436725,0.05509737275235623,0.1212045394356833,0.14087662296870773,0.14087662296870773,0.0,0.0243458531028192,0.13147236946558405,0.04527560772496389,0.05496375663912434,0.05509737275235623,0.05509737275235623,0.14087662296870773,0.14087662296870773,0.14087662296870773,0.05496375663912434,0.0,0.05496375663912434,0.0243458531028192,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.13147236946558405,0.1949814008940187,0.07949410637436725,0.0,0.1949814008940187,0.13147236946558405,0.046045394426916283,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.1949814008940187,0.046457039076965335,0.07170488074758054,0.07170488074758054,0.023612110804267502,0.07170488074758054,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.07170488074758054,0.07170488074758054,0.08549917699419342,0.050251661217956566,0.07170488074758054,0.07170488074758054,0.07170488074758054,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.13147236946558405,0.038864041902754116,0.0,0.07949410637436725,0.07949410637436725,0.07949410637436725,0.05509737275235623,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.12646083734859911,0.0601573675429604,0.05509737275235623,0.1212045394356833,0.0,0.0,0.0,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.13147236946558405,0.05509737275235623,0.0,0.0,0.05509737275235623,0.053770797701070766,0.0,0.0,0.05509737275235623,0.05509737275235623,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Sound,0.11776904648054408,0.03489698695691428,0.11776904648054408,0.11776904648054408,1.0,0.054526647762341486,0.05112915712530254,0.015178587428300862,0.006621214828795363,0.08832740646450722,0.040301172556480566,0.040301172556480566,0.11776904648054408,0.08832740646450722,0.11776904648054408,0.11776904648054408,0.023382970465791002,0.11776904648054408,0.11709196016117808,0.11709196016117808,0.07629930789983679,0.017445636587458516,0.008722818293729258,0.05112915712530254,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.11776904648054408,0.11776904648054408,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.05112915712530254,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.04527560772496389,0.09936833227257064,0.7887243183914442,0.0,0.11776904648054408,0.0,0.1588373770407228,0.1588373770407228,0.1588373770407228,0.11709196016117808,0.25382042507402564,0.021076806224766518,0.0,0.015178587428300862,0.11776904648054408,0.016209785481777195,0.05496375663912434,0.1049103502731737,0.012836058899258243,0.1049103502731737,0.11776904648054408,0.11776904648054408,0.05496375663912434,0.0,0.05496375663912434,0.0243458531028192,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.11776904648054408,0.11776904648054408,0.10913959925317562,0.0,0.11776904648054408,0.11776904648054408,0.046045394426916283,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.046457039076965335,0.07170488074758054,0.07170488074758054,0.01472113081006801,0.07170488074758054,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.07170488074758054,0.08549917699419342,0.08549917699419342,0.050251661217956566,0.07170488074758054,0.07170488074758054,0.07170488074758054,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.11776904648054408,0.038864041902754116,0.0,0.11776904648054408,0.016798119925013767,0.1437660045647232,0.2020881199847992,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.11776904648054408,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.1049103502731737,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
Transmission medium,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,1.0,0.054526647762341486,0.05112915712530254,0.015178587428300862,0.014301824030197988,0.08832740646450722,0.040301172556480566,0.040301172556480566,0.11776904648054408,0.08832740646450722,0.08028645919165475,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11709196016117808,0.11709196016117808,0.11709196016117808,0.017445636587458516,0.008722818293729258,0.05112915712530254,0.06281457652244571,0.0,0.09936833227257064,0.09936833227257064,0.09936833227257064,0.0,0.0,0.11776904648054408,0.11776904648054408,0.09936833227257064,0.04873544730189753,0.09936833227257064,0.09936833227257064,0.08549917699419342,0.09936833227257064,0.05572622502790037,0.04527560772496389,0.09936833227257064,0.16901235394102376,0.0,0.11776904648054408,0.0,0.1588373770407228,0.1588373770407228,0.1588373770407228,0.11709196016117808,1.2237770494640523,0.3793825120457973,0.0,0.0243458531028192,0.11776904648054408,0.04527560772496389,0.05496375663912434,0.1049103502731737,0.1049103502731737,0.18513591224677714,0.18513591224677714,0.18513591224677714,0.05496375663912434,0.0,0.05496375663912434,0.0243458531028192,0.05496375663912434,0.03314992823701141,0.05496375663912434,0.05496375663912434,0.05496375663912434,0.0,0.008516788014804273,0.0,0.11776904648054408,0.11776904648054408,0.10913959925317562,0.0,0.11776904648054408,0.11776904648054408,0.046045394426916283,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.046457039076965335,0.07170488074758054,0.07170488074758054,0.023612110804267502,0.07170488074758054,0.08549917699419342,0.08549917699419342,0.0,0.08549917699419342,0.07170488074758054,0.08549917699419342,0.08549917699419342,0.050251661217956566,0.07170488074758054,0.07170488074758054,0.07170488074758054,0.0,0.0,0.0,0.0,0.06446011249824006,0.0,0.05353525416666255,0.05353525416666255,0.0,0.0,0.0,0.11776904648054408,0.038864041902754116,0.0,0.11776904648054408,0.11776904648054408,0.1437660045647232,0.16901235394102376,0.04846010163182921,0.0,0.0,0.0,0.0,0.0,0.047967903821882416,0.11776904648054408,0.0601573675429604,0.0851722568296792,0.11709196016117808,0.0,0.0,0.0,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.11776904648054408,0.1049103502731737,0.0,0.0,0.0851722568296792,0.053770797701070766,0.0,0.0,0.055369339595873125,0.055369339595873125,0.033806362459526486,0.02886226641307475,0.008516788014804273,0.0
